ds,job_id,actor_id,event,language,time_spent,org
12/10/2020,703,1714,skip,German,60,B
12/10/2020,745,1540,transfer,German,55,B
12/11/2020,615,1223,transfer,Hindi,37,D
12/11/2020,664,1253,skip,Chinese,27,F
12/11/2020,575,1944,skip,French,37,F
12/11/2020,110,1299,skip,Chinese,29,A
12/11/2020,136,1399,skip,Russian,6,E
12/11/2020,209,1165,skip,Hindi,22,E
12/11/2020,814,1771,transfer,Chinese,59,F
12/11/2020,415,1563,skip,Chinese,59,F
12/11/2020,290,1178,decision,German,7,D
12/11/2020,572,1975,transfer,German,10,F
12/11/2020,545,1914,decision,Portuguese,28,C
12/11/2020,163,1074,transfer,Russian,55,C
12/11/2020,722,1907,skip,Persian,45,D
12/12/2020,387,1883,transfer,Italian,14,D
12/12/2020,843,1629,skip,French,14,C
12/12/2020,260,1552,skip,Italian,10,E
12/12/2020,427,1658,decision,Russian,47,F
12/12/2020,308,1743,transfer,Persian,22,F
12/12/2020,817,1836,transfer,German,60,D
12/12/2020,745,1743,decision,Persian,21,E
12/12/2020,957,1180,decision,Persian,5,C
12/12/2020,978,1049,skip,Arabic,53,F
12/13/2020,715,1945,transfer,Russian,60,F
12/13/2020,241,1014,skip,English,12,E
12/13/2020,842,1743,skip,German,41,D
12/13/2020,726,1883,skip,Chinese,25,A
12/13/2020,117,1338,skip,Russian,40,E
12/13/2020,241,1022,decision,Persian,12,B
12/13/2020,812,1341,transfer,Italian,8,A
12/13/2020,125,1899,transfer,Persian,5,B
12/13/2020,422,1812,transfer,Italian,26,E
12/13/2020,821,1281,decision,Arabic,30,E
12/13/2020,124,1381,skip,Arabic,18,E
12/13/2020,296,1155,skip,English,10,F
12/13/2020,660,1426,decision,Portuguese,28,A
12/13/2020,323,1404,transfer,Arabic,21,B
12/13/2020,246,1135,skip,Hindi,8,C
12/14/2020,208,1926,transfer,German,44,F
12/14/2020,192,1341,skip,English,41,C
12/14/2020,188,1553,transfer,French,21,B
12/14/2020,279,1802,decision,Persian,38,E
12/14/2020,224,1100,skip,English,60,E
12/14/2020,725,1787,decision,Persian,6,D
12/14/2020,127,1501,transfer,Russian,55,B
12/14/2020,371,1588,skip,Portuguese,42,F
12/14/2020,891,1090,decision,German,47,F
12/14/2020,964,1461,decision,Italian,30,D
12/14/2020,209,1886,decision,Italian,9,F
12/14/2020,247,1087,skip,Spanish,10,C
12/14/2020,991,1052,transfer,Portuguese,53,D
12/14/2020,608,1702,decision,Arabic,38,F
12/15/2020,336,1032,transfer,German,15,E
12/15/2020,953,1563,transfer,English,22,F
12/15/2020,983,1742,decision,Chinese,24,A
12/15/2020,937,1268,skip,Persian,16,C
12/15/2020,485,1689,skip,Arabic,34,C
12/15/2020,964,1116,decision,French,51,D
12/15/2020,930,1638,decision,Hindi,13,D
12/15/2020,766,1733,skip,Persian,51,A
12/15/2020,572,1003,decision,Russian,29,A
12/15/2020,314,1028,transfer,Russian,20,A
12/15/2020,169,1979,skip,Hindi,48,A
12/15/2020,752,1114,skip,Persian,39,A
12/15/2020,601,1785,skip,Hindi,47,E
12/16/2020,655,1733,skip,English,27,E
12/16/2020,851,1450,transfer,German,47,D
12/16/2020,459,1791,decision,Italian,44,B
12/16/2020,964,1285,skip,Spanish,13,B
12/16/2020,500,1879,decision,Hindi,60,E
12/16/2020,124,1055,transfer,English,37,F
12/16/2020,891,1898,skip,French,16,D
12/16/2020,661,1883,transfer,German,32,B
12/16/2020,932,1857,skip,Russian,21,A
12/16/2020,353,1785,skip,Italian,54,C
12/16/2020,239,1949,skip,Spanish,16,D
12/16/2020,208,1396,skip,Chinese,13,F
12/16/2020,742,1410,transfer,Hindi,12,F
12/16/2020,474,1181,decision,Portuguese,25,C
12/16/2020,434,1338,decision,Arabic,8,C
12/17/2020,25,1791,skip,Spanish,17,B
12/17/2020,855,1408,skip,Italian,5,B
12/17/2020,799,1743,skip,German,50,E
12/17/2020,673,1762,decision,Chinese,14,F
12/17/2020,882,1836,decision,French,32,B
12/17/2020,453,1618,skip,Persian,42,D
12/17/2020,320,1094,decision,Chinese,15,C
12/17/2020,936,1567,transfer,Spanish,39,E
12/18/2020,566,1052,transfer,Persian,11,D
12/18/2020,870,1250,transfer,French,16,F
12/18/2020,774,1396,transfer,Chinese,27,C
12/18/2020,766,1007,transfer,Hindi,25,D
12/18/2020,621,1055,skip,Persian,5,E
12/18/2020,607,1245,transfer,French,8,F
12/18/2020,891,1830,decision,Hindi,32,C
12/18/2020,669,1964,transfer,Spanish,52,D
12/18/2020,190,1819,skip,Chinese,57,A
12/18/2020,613,1949,skip,Chinese,41,D
12/18/2020,23,1093,decision,German,25,F
12/19/2020,636,1798,decision,Arabic,29,C
12/19/2020,991,1616,transfer,French,55,B
12/19/2020,415,1494,decision,German,19,F
12/19/2020,661,1540,skip,Italian,55,D
12/19/2020,477,1765,decision,Arabic,7,C
12/19/2020,499,1974,transfer,Portuguese,45,C
12/19/2020,220,1944,transfer,Russian,13,C
12/19/2020,287,1929,transfer,Arabic,33,A
12/19/2020,606,1471,transfer,German,21,B
12/19/2020,477,1144,skip,Chinese,9,A
12/19/2020,662,1175,transfer,Arabic,19,B
12/20/2020,191,1406,skip,Hindi,46,B
12/20/2020,745,1974,skip,Portuguese,52,E
12/20/2020,682,1924,skip,Portuguese,30,B
12/20/2020,780,1654,skip,Hindi,27,E
12/20/2020,785,1075,decision,Arabic,15,D
12/20/2020,430,1676,transfer,Persian,50,D
12/20/2020,149,1037,skip,Russian,40,F
12/20/2020,274,1526,skip,Chinese,57,A
12/20/2020,421,1475,transfer,Persian,29,A
12/20/2020,516,1813,decision,Spanish,52,B
12/20/2020,608,1030,decision,English,55,B
12/21/2020,725,1364,transfer,German,13,E
12/21/2020,936,1603,skip,Italian,53,A
12/21/2020,277,1958,decision,Chinese,51,C
12/21/2020,757,1214,transfer,Chinese,10,D
12/21/2020,739,1020,transfer,Persian,8,D
12/21/2020,626,1268,skip,Hindi,56,A
12/21/2020,821,1181,decision,French,35,F
12/21/2020,752,1837,transfer,Russian,28,F
12/21/2020,888,1080,transfer,Italian,16,F
12/21/2020,821,1048,decision,Arabic,50,E
12/21/2020,839,1250,transfer,Chinese,7,E
12/21/2020,538,1126,skip,Portuguese,26,C
12/22/2020,851,1875,decision,Portuguese,60,F
12/22/2020,873,1211,decision,Italian,13,C
12/22/2020,436,1448,decision,French,23,C
12/22/2020,503,1418,skip,Arabic,20,D
12/22/2020,467,1374,transfer,Arabic,31,A
12/22/2020,745,1211,transfer,Portuguese,34,E
12/22/2020,274,1431,skip,French,53,E
12/22/2020,903,1709,skip,Arabic,10,D
12/22/2020,842,1093,transfer,Italian,28,B
12/22/2020,955,1479,transfer,French,53,A
12/22/2020,516,1995,transfer,Spanish,29,F
12/22/2020,135,1115,decision,Hindi,36,D
12/22/2020,20,1974,skip,English,45,A
12/22/2020,660,1685,transfer,Russian,17,C
12/22/2020,539,1049,decision,German,14,A
12/23/2020,249,1965,decision,Hindi,40,C
12/23/2020,854,1644,transfer,Arabic,53,B
12/23/2020,455,1772,skip,German,23,C
12/23/2020,663,1685,transfer,Italian,48,D
12/23/2020,300,1426,decision,Spanish,30,D
12/23/2020,972,1767,transfer,French,43,D
12/24/2020,868,1094,skip,Portuguese,10,A
12/24/2020,930,1777,decision,English,57,B
12/24/2020,181,1866,transfer,Portuguese,28,B
12/24/2020,972,1410,decision,Hindi,38,B
12/24/2020,182,1148,transfer,Russian,48,F
12/24/2020,975,1957,transfer,Portuguese,19,C
12/24/2020,568,1030,transfer,Chinese,44,B
12/24/2020,407,1462,transfer,Hindi,23,A
12/24/2020,304,1175,decision,Italian,31,F
12/24/2020,110,1653,transfer,Hindi,44,C
12/24/2020,841,1295,decision,Italian,26,A
12/25/2020,467,1301,transfer,Arabic,29,E
12/25/2020,833,1771,decision,Spanish,36,C
12/25/2020,499,1301,skip,German,11,E
12/25/2020,474,1966,transfer,German,8,D
12/25/2020,323,1124,decision,English,36,E
12/25/2020,759,1732,transfer,Chinese,17,E
12/25/2020,661,1109,transfer,Chinese,39,C
12/25/2020,454,1017,skip,Persian,13,B
12/25/2020,538,1364,decision,Arabic,30,D
12/25/2020,156,1743,skip,Italian,45,F
12/25/2020,920,1670,skip,German,11,D
12/25/2020,961,1350,transfer,Portuguese,29,A
12/25/2020,575,1133,transfer,Hindi,57,C
12/25/2020,886,1049,skip,Russian,5,F
12/25/2020,357,1637,transfer,Russian,40,C
12/26/2020,429,1918,transfer,Italian,45,C
12/26/2020,157,1038,transfer,Italian,46,E
12/26/2020,973,1299,transfer,Italian,51,A
12/26/2020,263,1849,skip,Spanish,19,F
12/26/2020,766,1914,decision,English,47,C
12/26/2020,156,1625,decision,Persian,7,E
12/26/2020,553,1809,skip,English,23,F
12/27/2020,567,1350,transfer,German,44,E
12/27/2020,187,1525,transfer,Arabic,58,F
12/27/2020,662,1760,transfer,Russian,9,B
12/27/2020,290,1974,transfer,English,41,C
12/27/2020,414,1760,skip,Portuguese,13,C
12/27/2020,870,1977,transfer,Portuguese,6,B
12/28/2020,310,1666,transfer,Persian,23,E
12/28/2020,928,1087,skip,Spanish,51,C
12/28/2020,387,1812,transfer,Chinese,30,F
12/28/2020,978,1281,skip,German,20,B
12/28/2020,836,1007,transfer,Italian,54,B
12/28/2020,485,1380,decision,Chinese,53,F
12/28/2020,935,1558,decision,Hindi,12,C
12/28/2020,777,1787,decision,Chinese,48,F
12/28/2020,382,1381,transfer,Hindi,42,F
12/29/2020,260,1198,decision,Russian,20,D
12/29/2020,961,1760,skip,Russian,45,D
12/29/2020,159,1303,skip,Hindi,31,E
12/29/2020,173,1045,skip,Arabic,36,F
12/29/2020,318,1767,transfer,French,46,F
12/29/2020,507,1353,decision,Italian,5,C
12/29/2020,749,1205,skip,Russian,50,E
12/29/2020,290,1274,transfer,Arabic,31,D
12/29/2020,665,1808,skip,French,40,E
12/29/2020,318,1250,decision,French,21,D
12/29/2020,407,1641,skip,Russian,15,C
12/29/2020,717,1115,decision,Spanish,58,C
12/29/2020,11,1282,transfer,German,40,D
12/29/2020,820,1990,decision,German,45,D
12/30/2020,296,1109,decision,Hindi,38,F
12/30/2020,326,1389,skip,Spanish,16,C
12/30/2020,383,1893,decision,Italian,10,E
12/30/2020,607,1554,decision,Italian,43,D
12/30/2020,584,1591,transfer,Spanish,21,C
12/30/2020,815,1603,decision,Chinese,54,D
12/30/2020,991,1696,skip,Italian,55,A
12/30/2020,357,1100,transfer,French,46,E
12/31/2020,102,1490,skip,Russian,32,E
12/31/2020,655,1873,transfer,Spanish,5,A
12/31/2020,945,1074,transfer,Chinese,30,B
12/31/2020,817,1028,skip,German,42,D
12/31/2020,973,1676,transfer,Russian,16,F
12/31/2020,564,1813,decision,Chinese,17,C
12/31/2020,173,1101,decision,Arabic,56,B
01/01/2021,663,1945,transfer,Persian,10,D
01/01/2021,166,1613,transfer,Chinese,39,C
01/01/2021,759,1567,skip,Arabic,54,E
01/01/2021,363,1353,transfer,Spanish,49,F
01/01/2021,255,1694,skip,Persian,5,E
01/01/2021,159,1734,transfer,Portuguese,37,E
01/01/2021,579,1747,skip,Hindi,7,B
01/01/2021,681,1608,transfer,French,57,E
01/01/2021,477,1918,decision,Arabic,10,F
01/01/2021,332,1381,decision,German,10,F
01/02/2021,928,1075,skip,German,32,D
01/02/2021,191,1407,transfer,Persian,27,F
01/02/2021,323,1653,skip,French,24,B
01/02/2021,614,1205,transfer,Chinese,50,B
01/02/2021,21,1135,decision,German,41,D
01/02/2021,507,1977,skip,Portuguese,6,D
01/02/2021,791,1365,skip,Portuguese,22,A
01/02/2021,660,1075,decision,English,32,C
01/02/2021,355,1687,skip,English,45,C
01/02/2021,576,1534,skip,Russian,9,F
01/02/2021,293,1843,skip,French,23,B
01/02/2021,293,1666,transfer,Hindi,22,D
01/02/2021,451,1022,skip,Russian,41,B
01/02/2021,749,1131,transfer,Italian,44,E
01/03/2021,523,1073,skip,English,15,C
01/03/2021,845,1774,transfer,Arabic,9,C
01/03/2021,465,1353,transfer,French,5,B
01/03/2021,745,1284,skip,Spanish,21,D
01/03/2021,772,1975,skip,Spanish,41,E
01/03/2021,755,1870,transfer,German,31,E
01/03/2021,645,1410,transfer,Russian,53,B
01/03/2021,711,1822,decision,Italian,29,C
01/03/2021,505,1555,transfer,Spanish,45,F
01/03/2021,101,1044,transfer,Persian,50,C
01/03/2021,23,1921,decision,Chinese,51,C
01/03/2021,614,1588,decision,Spanish,48,D
01/03/2021,378,1469,skip,Persian,49,A
01/03/2021,893,1412,skip,Russian,46,E
01/04/2021,600,1171,skip,English,43,C
01/04/2021,945,1534,skip,French,46,C
01/04/2021,318,1836,skip,Italian,43,F
01/04/2021,110,1494,decision,Russian,25,E
01/04/2021,101,1672,skip,Arabic,39,F
01/04/2021,945,1253,decision,Hindi,56,F
01/04/2021,382,1181,skip,Russian,21,C
01/04/2021,114,1677,skip,Arabic,13,F
01/04/2021,679,1201,transfer,Portuguese,18,F
01/04/2021,110,1567,decision,Chinese,31,C
01/04/2021,762,1743,skip,Arabic,59,D
01/05/2021,779,1124,skip,Italian,25,C
01/05/2021,183,1299,decision,Portuguese,60,A
01/05/2021,301,1625,decision,English,27,D
01/05/2021,403,1611,decision,Spanish,13,D
01/05/2021,214,1044,skip,Italian,56,B
01/05/2021,752,1285,decision,French,20,E
01/05/2021,843,1625,transfer,Hindi,44,F
01/05/2021,113,1029,skip,Persian,51,A
01/05/2021,471,1094,decision,Russian,14,B
01/06/2021,725,1431,skip,Chinese,35,B
01/06/2021,328,1433,transfer,Russian,54,E
01/06/2021,920,1002,skip,Italian,37,D
01/06/2021,333,1381,decision,Spanish,18,A
01/06/2021,296,1369,skip,Italian,57,E
01/06/2021,179,1134,skip,French,38,B
01/06/2021,759,1802,decision,Russian,41,C
01/06/2021,747,1274,skip,English,9,F
01/06/2021,928,1506,decision,Italian,52,F
01/06/2021,298,1187,transfer,English,12,C
01/07/2021,412,1469,skip,Hindi,6,C
01/07/2021,145,1353,skip,Chinese,24,A
01/07/2021,821,1608,skip,German,32,B
01/07/2021,817,1674,transfer,English,29,F
01/07/2021,575,1743,transfer,Persian,32,F
01/07/2021,183,1733,decision,Italian,32,F
01/07/2021,436,1505,skip,Spanish,17,F
01/07/2021,893,1432,skip,Italian,27,F
01/07/2021,290,1873,transfer,Hindi,8,D
01/07/2021,768,1157,decision,French,30,A
01/07/2021,817,1996,decision,Arabic,44,D
01/07/2021,308,1461,skip,German,36,B
01/07/2021,601,2000,transfer,Arabic,38,C
01/07/2021,387,1567,transfer,Chinese,28,F
01/07/2021,935,1957,decision,French,17,A
01/08/2021,723,1808,decision,Italian,45,B
01/08/2021,636,1717,skip,English,36,A
01/08/2021,166,1812,decision,Italian,5,D
01/08/2021,723,1735,decision,Italian,37,E
01/08/2021,319,1055,decision,Spanish,38,D
01/08/2021,673,1780,transfer,French,41,B
01/08/2021,745,1461,skip,Spanish,57,A
01/08/2021,243,1164,decision,Italian,31,D
01/08/2021,927,1943,transfer,English,38,B
01/08/2021,113,1526,decision,German,35,F
01/09/2021,328,1674,transfer,Russian,48,C
01/09/2021,346,1051,skip,French,51,C
01/09/2021,504,1889,transfer,Arabic,16,F
01/09/2021,215,1515,skip,Hindi,55,F
01/09/2021,485,1044,transfer,Persian,22,A
01/09/2021,870,1967,decision,Arabic,43,C
01/09/2021,590,1560,transfer,Portuguese,9,F
01/10/2021,439,1668,transfer,Spanish,6,A
01/10/2021,505,1044,transfer,Persian,55,C
01/10/2021,241,1849,decision,Russian,26,E
01/10/2021,672,1191,transfer,Spanish,54,F
01/10/2021,193,1189,skip,Arabic,16,F
01/10/2021,896,1765,skip,Chinese,32,A
01/10/2021,380,1760,transfer,Persian,46,F
01/11/2021,166,1859,transfer,Russian,23,C
01/11/2021,777,1341,decision,Russian,6,D
01/11/2021,608,1341,skip,Portuguese,28,E
01/11/2021,821,1250,skip,French,10,A
01/11/2021,919,1925,transfer,German,51,F
01/11/2021,739,1818,skip,French,45,D
01/11/2021,370,1075,decision,Hindi,45,D
01/12/2021,964,1471,skip,Chinese,36,E
01/12/2021,365,1818,skip,German,24,D
01/12/2021,977,1314,skip,Persian,56,D
01/12/2021,525,1808,decision,French,43,D
01/12/2021,23,1274,transfer,Hindi,33,A
01/12/2021,886,1250,skip,Hindi,47,B
01/12/2021,779,1157,decision,French,34,C
01/12/2021,684,1771,transfer,English,25,F
01/12/2021,705,1344,skip,Hindi,57,E
01/12/2021,655,1870,skip,Portuguese,5,C
01/12/2021,636,1109,transfer,Italian,56,C
01/12/2021,112,1435,decision,French,27,E
01/12/2021,125,1018,transfer,Hindi,50,D
01/12/2021,172,1198,transfer,German,40,F
01/13/2021,298,1824,skip,Persian,56,E
01/13/2021,505,1765,skip,Portuguese,26,A
01/13/2021,274,1908,decision,English,31,F
01/13/2021,701,1558,transfer,Arabic,35,B
01/13/2021,357,1141,decision,French,8,D
01/13/2021,566,1745,decision,English,53,C
01/13/2021,145,1298,transfer,Hindi,9,A
01/13/2021,939,1140,transfer,German,60,D
01/13/2021,961,1131,skip,French,33,B
01/13/2021,471,1670,decision,Arabic,52,B
01/13/2021,115,1084,skip,Italian,43,C
01/13/2021,470,1552,decision,French,24,E
01/13/2021,722,1843,decision,Arabic,20,B
01/13/2021,655,1292,transfer,Arabic,53,C
01/14/2021,428,1861,transfer,Russian,57,D
01/14/2021,841,1932,transfer,Hindi,25,E
01/14/2021,411,1494,decision,Arabic,25,F
01/14/2021,289,1343,skip,French,19,C
01/14/2021,960,1767,transfer,French,20,E
01/14/2021,178,1929,skip,Arabic,37,A
01/15/2021,371,1741,transfer,German,24,E
01/15/2021,989,1028,decision,Spanish,55,E
01/15/2021,177,1809,transfer,French,25,E
01/15/2021,803,1974,decision,Arabic,36,B
01/15/2021,163,1487,skip,German,11,F
01/15/2021,178,1057,transfer,Arabic,54,B
01/15/2021,124,1567,transfer,Russian,58,C
01/15/2021,584,1670,transfer,Chinese,15,D
01/15/2021,762,1526,decision,English,50,E
01/15/2021,579,1003,skip,French,46,F
01/15/2021,477,1772,transfer,Persian,13,C
01/15/2021,661,1245,skip,English,9,D
01/15/2021,523,1020,skip,Italian,56,D
01/16/2021,855,1044,transfer,Persian,59,F
01/16/2021,362,1682,skip,Portuguese,25,C
01/16/2021,468,1044,skip,Chinese,39,E
01/16/2021,590,1582,skip,Portuguese,42,E
01/16/2021,135,1990,skip,Arabic,46,E
01/16/2021,21,1426,decision,Italian,18,E
01/16/2021,333,1116,skip,Chinese,27,C
01/16/2021,156,1006,decision,Chinese,55,B
01/16/2021,21,1374,decision,Persian,23,A
01/16/2021,667,1642,transfer,Persian,43,B
01/16/2021,408,1359,decision,Arabic,55,E
01/16/2021,868,1223,decision,Arabic,7,F
01/16/2021,815,1055,skip,Russian,42,C
01/16/2021,601,1433,decision,French,7,E
01/17/2021,817,1924,skip,Chinese,26,E
01/17/2021,977,1045,skip,Italian,50,C
01/17/2021,608,1435,decision,Arabic,18,C
01/17/2021,237,1553,skip,Hindi,5,D
01/17/2021,759,1938,transfer,Chinese,41,C
01/17/2021,664,1250,skip,Chinese,31,D
01/17/2021,964,1735,decision,Spanish,16,B
01/17/2021,274,1740,skip,French,37,A
01/17/2021,745,1223,decision,English,33,E
01/17/2021,937,1126,decision,Portuguese,21,B
01/17/2021,461,1932,decision,Hindi,54,A
01/17/2021,467,1796,transfer,Italian,37,E
01/17/2021,406,1040,decision,English,37,E
01/17/2021,414,1198,skip,Spanish,41,F
01/17/2021,681,1002,transfer,Persian,38,B
01/18/2021,739,1101,skip,Arabic,50,A
01/18/2021,667,1250,decision,Russian,38,C
01/18/2021,536,1948,skip,Italian,54,C
01/18/2021,108,1080,skip,Persian,41,A
01/18/2021,544,1560,transfer,Persian,60,C
01/18/2021,127,1374,decision,English,44,B
01/19/2021,234,1362,transfer,Russian,26,E
01/19/2021,544,1861,decision,Portuguese,15,C
01/19/2021,621,1075,skip,Arabic,29,B
01/19/2021,964,1164,decision,French,13,D
01/19/2021,115,1958,decision,Russian,22,B
01/19/2021,812,1677,decision,Italian,55,D
01/19/2021,970,1049,decision,Arabic,38,D
01/19/2021,382,1588,transfer,Russian,14,E
01/19/2021,605,1944,skip,Italian,51,E
01/19/2021,336,1883,skip,Portuguese,5,C
01/19/2021,539,1426,transfer,Portuguese,9,E
01/19/2021,983,1344,skip,French,29,C
01/19/2021,380,1285,transfer,Russian,9,A
01/19/2021,569,1282,decision,Italian,58,A
01/19/2021,25,1669,decision,Hindi,48,A
01/20/2021,387,1044,decision,Chinese,29,A
01/20/2021,382,1963,transfer,Spanish,57,C
01/20/2021,672,1641,skip,Persian,35,A
01/20/2021,414,1314,decision,French,60,B
01/20/2021,586,1966,transfer,Chinese,24,C
01/20/2021,964,1732,decision,Russian,55,E
01/20/2021,322,1414,transfer,Spanish,52,B
01/20/2021,919,1907,skip,German,20,C
01/20/2021,383,1897,transfer,Chinese,36,B
01/20/2021,983,1944,transfer,French,8,F
01/20/2021,780,1047,decision,Chinese,42,D
01/21/2021,439,1461,skip,French,22,C
01/21/2021,172,1502,decision,French,39,A
01/21/2021,117,1560,transfer,Portuguese,41,C
01/21/2021,208,1975,transfer,Chinese,41,E
01/21/2021,102,1078,transfer,French,24,A
01/21/2021,802,1191,decision,Persian,35,A
01/21/2021,626,1123,decision,Hindi,5,C
01/21/2021,461,1859,skip,Persian,8,E
01/21/2021,348,1836,transfer,Spanish,60,A
01/21/2021,23,1401,skip,Arabic,9,F
01/21/2021,626,1897,decision,German,9,F
01/21/2021,672,1641,transfer,German,50,E
01/22/2021,742,1094,skip,Portuguese,18,A
01/22/2021,194,1115,skip,Italian,21,C
01/22/2021,755,1361,decision,French,59,D
01/22/2021,673,1123,transfer,Hindi,29,A
01/22/2021,743,1382,decision,Hindi,14,D
01/22/2021,972,1017,skip,Spanish,36,E
01/22/2021,723,1191,transfer,German,54,F
01/23/2021,927,1141,skip,Russian,25,F
01/23/2021,539,1371,decision,German,8,E
01/23/2021,778,1100,transfer,French,9,C
01/23/2021,978,1809,skip,English,17,E
01/23/2021,970,1402,transfer,Portuguese,45,E
01/23/2021,342,1512,decision,Italian,48,D
01/23/2021,233,1001,decision,Italian,52,F
01/23/2021,973,1450,transfer,Italian,26,C
01/23/2021,432,1696,skip,French,6,A
01/23/2021,936,1515,skip,Italian,60,D
01/23/2021,289,1116,decision,Persian,7,D
01/24/2021,736,1709,skip,Chinese,40,D
01/24/2021,299,1040,skip,Hindi,29,F
01/24/2021,756,1225,transfer,Russian,58,A
01/24/2021,239,1223,transfer,Persian,37,E
01/24/2021,100,1432,decision,Persian,21,A
01/24/2021,785,1932,skip,Persian,24,B
01/24/2021,990,1945,decision,Arabic,29,A
01/24/2021,461,1401,decision,Persian,18,A
01/25/2021,607,1374,decision,English,16,D
01/25/2021,298,1711,skip,Russian,7,E
01/25/2021,932,1992,transfer,Arabic,13,B
01/25/2021,716,1494,skip,French,27,F
01/25/2021,866,1672,decision,Chinese,58,A
01/25/2021,701,1205,skip,Italian,48,E
01/25/2021,505,1001,transfer,Hindi,34,A
01/25/2021,194,1435,decision,English,48,E
01/25/2021,774,1140,decision,Chinese,56,E
01/25/2021,500,1371,decision,German,47,F
01/25/2021,815,1893,decision,Chinese,17,E
01/25/2021,827,1591,transfer,Italian,26,E
01/25/2021,954,1301,decision,Portuguese,60,E
01/25/2021,939,1733,skip,French,45,B
01/25/2021,953,1908,skip,Portuguese,49,F
01/26/2021,182,1398,transfer,French,18,B
01/26/2021,681,1292,transfer,Portuguese,25,B
01/26/2021,774,1208,decision,English,30,F
01/26/2021,383,1175,transfer,Russian,43,F
01/26/2021,370,1235,skip,Italian,24,E
01/26/2021,779,1876,decision,Portuguese,16,B
01/26/2021,498,1740,skip,Russian,20,A
01/26/2021,785,1643,skip,English,34,E
01/26/2021,408,1861,decision,Italian,40,B
01/26/2021,314,1175,decision,Hindi,25,A
01/26/2021,747,1876,decision,Russian,40,F
01/26/2021,113,1555,decision,Arabic,44,B
01/26/2021,854,1631,decision,Italian,9,F
